term,count,num_files
"tree,",6,6
tempt,6,6
shop.,6,6
abrupt,6,6
overcam,6,6
amplifi,6,6
explicit,6,6
aid,6,6
vers,6,6
"last,",6,6
nation.,6,6
"specifically,",6,6
workforc,6,6
houses.,6,6
necess,6,6
"wet,",6,6
okay,6,6
17,6,6
"heat,",6,6
lifetim,6,6
lone,6,6
hair.,6,6
"they,",6,6
chees,6,6
bound,6,6
"tracks,",6,6
“on,6,6
clean.,6,6
"nice,",6,6
it!,6,6
heartland,6,6
1960s,6,6
soul.,6,6
"rootstalk,",6,6
tune,6,6
"pennsylvania,",6,6
furrow,6,6
path.,6,6
earliest,6,6
works.,6,6
(also,6,6
compens,6,6
demograph,6,6
"alive,",6,6
play.,6,6
"sadly,",6,6
cash,6,6
crop.,6,6
etc.,6,6
"notes,",6,6
there?,6,6
inde,6,6
"travel,",6,6
bill.,6,6
"truth,",6,6
instanc,6,6
relax,6,6
"son,",6,6
astound,6,6
"fear,",6,6
al,6,6
"library,",6,6
damn,6,6
[center,6,6
audience.,6,6
"sounds,",6,6
soar,6,6
"1930s,",6,6
park.,6,6
"speaking,",6,6
recur,6,6
"high,",6,6
attribut,6,6
shouldn’t,6,6
harbor,6,6
jane,6,6
peer,6,6
"rich,",6,6
students’,6,6
scar,6,6
"pond,",6,6
"grandparents,",6,6
"where,",6,6
metropolitan,6,6
life.”,6,6
confess,6,6
meal.,6,6
(at,6,6
"warmth,",6,6
slope,6,6
tongu,6,6
grasp,6,6
bluff,6,6
"planting,",6,6
ensu,6,6
"issues,",6,6
interesting.,6,6
low.,6,6
"deep,",6,6
way?,6,6
connection.,6,6
content.,6,6
"happened,",6,6
"interested,",6,6
chance.,6,6
"student,",6,6
"it,”",6,6
punch,6,6
behind.,6,6
necessary.,6,6
generation.,6,6
"order,",6,6
hours.,6,6
rigor,6,6
"1980s,",6,6
flourish,6,6
"artists,",6,6
"thankfully,",6,6
can.,6,6
60s,6,6
circumst,6,6
"ecosystem,",6,6
impli,6,6
mask,6,6
"went,",6,6
shorter,6,6
way:,6,6
lung,6,6
soldier,6,6
want.,6,6
challenge.,6,6
"camp,",6,6
fred,6,6
suspend,6,6
corner.,6,6
friend’,6,6
patienc,6,6
"trip,",6,6
wilson,6,6
them.”,6,6
lived.,6,6
"turn,",6,6
everything.,6,6
1950s,6,6
combat,6,6
worse.,6,6
"stone,",6,6
trip.,6,6
bet,6,6
"support,",6,6
dull,6,6
reliev,6,6
traffic,6,6
22,6,6
stumbl,6,6
faint,6,6
"thinking,",6,6
sense.,6,6
rambl,6,5
regen,6,5
situation.,6,5
"clearly,",6,5
from.,6,5
vest,6,5
curriculum,6,5
flee,6,5
village.,6,5
countries.,6,5
reckon,6,5
kind.,6,5
frame.,6,5
realm,6,5
fantasi,6,5
"(i.e.,",6,5
material.,6,5
"""a",6,5
force.,6,5
consensus,6,5
robust,6,5
franc,6,5
court.,6,5
"26,",6,5
unsustain,6,5
enrich,6,5
forest.,6,5
weaken,6,5
"pollution,",6,5
reshap,6,5
thunderstorm,6,5
wrestl,6,5
pacif,6,5
proxim,6,5
"tractor,",6,5
products.,6,5
"market,",6,5
"eggs,",6,5
export,6,5
noteworthi,6,5
arc,6,5
wall.,6,5
"born,",6,5
sam,6,5
nail,6,5
shout,6,5
impossible.,6,5
stake,6,5
budget,6,5
defens,6,5
management.,6,5
empty.,6,5
germany.,6,5
indulg,6,5
most.,6,5
hoop,6,5
"license,",6,5
obstacl,6,5
going.,6,5
undergradu,6,5
construction.,6,5
viabl,6,5
homes.,6,5
future?,6,5
knowledge.,6,5
large.,6,5
dioxid,6,5
source.,6,5
cement,6,5
enchant,6,5
"grove,",6,5
plung,6,5
sail,6,5
started.,6,5
thursday,6,5
"thin,",6,5
feeders.,6,5
captiv,6,5
"remain,",6,5
era.,6,5
googl,6,5
"video,",6,5
"alfalfa,",6,5
ourselves.,6,5
floor.,6,5
chamber,6,5
drink.,6,5
abstract,6,5
novel,6,5
filter,6,5
downstream.,6,5
stair,6,5
stop.,6,5
bounc,6,5
(not,6,5
stores.,6,5
be?,6,5
updat,6,5
parts.,6,5
perceiv,6,5
"efforts,",6,5
"reason,",6,5
“be,6,5
halt,6,5
lengthi,6,5
remain.,6,5
center’,6,5
bluestem,6,5
loft,6,5
arrow,6,5
“where,6,5
“to,6,5
"am,",6,5
"news,",6,5
differenti,6,5
"painting,",6,5
friendship,6,5
boys.,6,5
simplic,6,5
solac,6,5
reviv,6,5
headquart,6,5
"told,",6,5
miles.,6,5
coverag,6,5
variat,6,5
moist,6,5
dandelion,6,5
magnitud,6,5
nice.,6,5
"storm,",6,5
ok,6,5
prison,6,5
channel,6,5
rib,6,5
open.,6,5
laughter,6,5
"importantly,",6,5
mous,6,5
guidanc,6,5
"50s,",6,5
demis,6,5
relief,6,5
"cows,",6,5
poem.,6,5
jacob,6,5
"services,",6,5
someone’,6,5
"tell,",6,5
sunni,6,5
creatur,6,5
may.,6,5
[prairi,6,5
1930s.,6,5
year-round,6,5
"route,",6,5
menu,6,5
"met,",6,5
chemistri,6,5
administ,6,5
supervis,6,5
residents.,6,5
error,6,5
"idea,",6,5
pit,6,5
"mom,",6,5
morph,6,5
regener,6,5
used.,6,5
"opened,",6,5
"next,",6,5
immun,6,5
"pandemic,",6,5
"solitude,",6,5
violet,6,5
"face,",6,5
thinking.,6,5
pulitz,6,5
"wings,",6,5
"woodlands,",6,5
"rise,",6,5
shepherd,6,5
"cooking,",6,5
alcohol,6,5
5th,6,5
“what’,6,5
that?”,6,5
"worked,",6,5
lessen,6,5
transcend,6,5
tender,6,5
dollars.,6,5
swirl,6,5
studio.,6,5
feel.,6,5
monument,6,5
"territory,",6,5
dance.,6,4
"coal,",6,4
"timber,",6,4
chin,6,4
green.,6,4
teacher.,6,4
"basically,",6,4
--,6,4
skyscrap,6,4
revolution,6,4
toxic,6,4
"similarly,",6,4
victori,6,4
sooner,6,4
waterway,6,4
"lakes,",6,4
defeat,6,4
"bands,",6,4
secretari,6,4
rub,6,4
quality.,6,4
proclaim,6,4
chicken.,6,4
2).,6,4
mound,6,4
garlic,6,4
snack,6,4
segment,6,4
decision.,6,4
lump,6,4
staf,6,4
pillar,6,4
los,6,4
endors,6,4
"gatherings,",6,4
"2012,",6,4
pilot,6,4
homeown,6,4
resign,6,4
charli,6,4
pillow,6,4
mutel’,6,4
densiti,6,4
jeremi,6,4
therapeut,6,4
"works,",6,4
1989,6,4
philosoph,6,4
cage,6,4
"2008,",6,4
hotel.,6,4
draft,6,4
sequenc,6,4
bliss,6,4
expression.,6,4
whisper,6,4
sorrow,6,4
liber,6,4
café,6,4
bleed,6,4
axe,6,4
hub,6,4
farmers’,6,4
conceptu,6,4
agrarian,6,4
"planet,",6,4
“all,6,4
"milwaukee,",6,4
"style,",6,4
disadvantag,6,4
england,6,4
walt,6,4
seed.,6,4
"5,000",6,4
(when,6,4
ame,6,4
pipelin,6,4
"voice,",6,4
movement.,6,4
represent,6,4
revolv,6,4
widen,6,4
“prairi,6,4
home”,6,4
mike,6,4
"peas,",6,4
focal,6,4
oral,6,4
"performance,",6,4
"cultures,",6,4
songwrit,6,4
"recording,",6,4
francisco,6,4
"johnson,",6,4
stakehold,6,4
2018,6,4
rider,6,4
diner,6,4
bruis,6,4
amazing.,6,4
"bell,",6,4
schoolhous,6,4
injuri,6,4
it’ll,6,4
"circle,",6,4
hero.,6,4
cafos.,6,4
qualifi,6,4
orang,6,4
mississippi.,6,4
milki,6,4
nectar,6,4
pollinators.,6,4
"cry,",6,4
recollect,6,4
deed,6,4
"mississippi,",6,4
ride.,6,4
community?,6,4
mahaska,6,4
"meanwhile,",6,4
dad.,6,4
cabin.,6,4
"skills,",6,4
*is,6,4
aisl,6,3
creek.,6,3
howard,6,3
boys’,6,3
company’,6,3
hockey,6,3
cab,6,3
overwint,6,3
[and,6,3
"refugees,",6,3
transmiss,6,3
"""commun",6,3
"transportation,",6,3
"guns,",6,3
mercuri,6,3
subsidi,6,3
grandchildren,6,3
farm?,6,3
hilli,6,3
think.,6,3
checkout,6,3
pigeon,6,3
heron,6,3
reed,6,3
“he’,6,3
chickens.,6,3
uncertain,6,3
complaint,6,3
hardi,6,3
al.,6,3
donna,6,3
ben,6,3
savanna.,6,3
marin,6,3
mission.,6,3
hoot,6,3
arts.,6,3
"dance,",6,3
hood,6,3
premier,6,3
certifi,6,3
8th,6,3
"detroit,",6,3
centenni,6,3
husband.,6,3
nutriti,6,3
isu,6,3
conquer,6,3
tall-grass,6,3
teaspoon,6,3
throat,6,3
stage.,6,3
socioeconom,6,3
rail.,6,3
"crying,",6,3
canva,6,3
lever,6,3
brew,6,3
barley,6,3
breweri,6,3
columbin,6,3
3.,6,3
wanna,6,3
“yes”,6,3
school?,6,3
"griffin,",6,3
marion,6,3
europe.,6,3
“did,6,3
"1903,",6,3
branches.,6,3
tenant,6,2
wire.,6,2
denitrif,6,2
change’,6,2
counselor,6,2
cooper’,6,2
hoe,6,2
"boys,",6,2
"knife,",6,2
louis,6,2
"theatre,",6,2
artifact,6,2
bees.,6,2
"cabin,",6,2
"oats,",6,2
"hotel,",6,2
chronic,6,2
y,6,2
loon,6,2
heirloom,6,2
obituary.,6,2
sheriff,6,2
gig,6,2
richard.,6,2
"ramsey,",6,2
stow,6,2
nate,6,2
celesti,6,2
weeks.,6,2
creameri,6,2
skipperl,6,2
centiped,6,2
sulfur,6,2
painting.,6,2
"woodpecker,",6,2
grandfather’,6,2
**,6,2
nothin,6,2
skylight,6,2
geometr,6,2
brook,6,2
bill’,6,2
sulfide-or,6,1
rights.,6,1
iñiquez,6,1
translation:,6,1
tinkle.,6,1
tinkle’,6,1
mailman,6,1
garwin,6,1
kennel,6,1
climate-chang,6,1
layton:,6,1
exchange.,6,1
(zalasiewicz,6,1
c4,6,1
indigo,6,1
"*silo*,",6,1
obes,6,1
wakiconza,6,1
*“i,6,1
carving.,6,1
marco,6,1
botul,6,1
"renovations,",6,1
emerson,6,1
martinez,6,1
kath,6,1
oskaloosa,6,1
iraq,6,1
rosa’,6,1
"(4,",6,1
|,6,1
abe,6,1
shrugged.,6,1
kellogg,6,1
facad,6,1
"u,",6,1
glider,6,1
*woodpeck,6,1
prairie:*,6,1
ornitholog,6,1
gerrard’,6,1
jafet,6,1
aloe.,6,1
\[jafet\],6,1
"amana,",6,1
freddi,6,1
cybrid,6,1
bich,6,1
beaver,6,1
kristina,6,1
"moments,",6,1
asks.,6,1
luke,6,1
laduk,6,1
½,6,1
bounti,5,5
finit,5,5
exists.,5,5
"beef,",5,5
"machinery,",5,5
easily.,5,5
values.,5,5
effect.,5,5
devour,5,5
piti,5,5
"whole,",5,5
"obviously,",5,5
ii.,5,5
two-third,5,5
"immediately,",5,5
has.,5,5
score,5,5
little.,5,5
latino,5,5
newcom,5,5
nutrit,5,5
"healthy,",5,5
do?,5,5
"june,",5,5
often.,5,5
creator,5,5
ubiquit,5,5
hour.,5,5
fleet,5,5
motion,5,5
"""what",5,5
strict,5,5
like?,5,5
conversation.,5,5
rack,5,5
air-condit,5,5
injustic,5,5
majest,5,5
shimmer,5,5
rug,5,5
border.,5,5
westward,5,5
log,5,5
"1985,",5,5
"1990,",5,5
"methods,",5,5
proven,5,5
thirteen,5,5
terrestri,5,5
"meetings,",5,5
disproportion,5,5
landmark,5,5
inclin,5,5
"population,",5,5
below.,5,5
"breath,",5,5
starv,5,5
excerpt,5,5
invad,5,5
wrong.,5,5
"decade,",5,5
departur,5,5
summari,5,5
"rapids,",5,5
p.,5,5
framework,5,5
fare,5,5
liberti,5,5
drama,5,5
activity.,5,5
damp,5,5
wide.,5,5
talk.,5,5
limited.,5,5
recept,5,5
"200,000",5,5
skies.,5,5
blanket,5,5
"wolves,",5,5
grin,5,5
t-shirt,5,5
blast,5,5
boost,5,5
"decision,",5,5
"""this",5,5
"suddenly,",5,5
weedi,5,5
rent.,5,5
"forth,",5,5
married.,5,5
"expensive,",5,5
"basement,",5,5
expensive.,5,5
two-stori,5,5
"structure,",5,5
"3,",5,5
c.,5,5
"terms,",5,5
proof,5,5
aforement,5,5
dan,5,5
equipment.,5,5
1970s,5,5
glori,5,5
ship,5,5
ponder,5,5
"louis,",5,5
entail,5,5
hustl,5,5
great.,5,5
"talk,",5,5
oklahoma.,5,5
mountains.,5,5
humid,5,5
techniques.,5,5
"walls,",5,5
paint.,5,5
collection.,5,5
"material,",5,5
"clay,",5,5
flatten,5,5
scent,5,5
i-80,5,5
basket,5,5
jewel,5,5
"streets,",5,5
flag,5,5
"pheasants,",5,5
trot,5,5
heads.,5,5
button,5,5
whoever,5,5
tomorrow,5,5
anymor,5,5
lines.,5,5
rows.,5,5
contest,5,5
it!”,5,5
keen,5,5
"radio,",5,5
basi,5,5
justifi,5,5
"interests,",5,5
"quickly,",5,5
restored.,5,5
usher,5,5
substitut,5,5
carl,5,5
steal,5,5
generations.,5,5
"king,",5,5
"era,",5,5
ahead.,5,5
"crop,",5,5
"clover,",5,5
nation’,5,5
inquiri,5,5
1940s,5,5
dimens,5,5
“take,5,5
"isolation,",5,5
intervent,5,5
"60s,",5,5
close.,5,5
"safe,",5,5
cycle.,5,5
dispos,5,5
“iowa,5,5
"producers,",5,5
"data,",5,5
"public,",5,5
ceas,5,5
deterior,5,5
prosper,5,5
disast,5,5
spite,5,5
vanish,5,5
"cats,",5,5
howl,5,5
lip,5,5
flap,5,5
trouble.,5,5
camouflag,5,5
coop,5,5
"elements,",5,5
while.,5,5
needless,5,5
gorgeous,5,5
questions.,5,5
"2009,",5,5
problemat,5,5
seiz,5,5
400,5,5
pennsylvania,5,5
2016.,5,5
knee,5,5
subject.,5,5
small-scal,5,5
simple.,5,5
eclect,5,5
conard,5,5
speak.,5,5
caterpillar,5,5
27,5,5
[grinnel,5,5
skeleton,5,5
lyric,5,5
grasslands.,5,5
"concert,",5,5
"spaces,",5,5
1912,5,5
books.,5,5
18,5,5
internet,5,5
uncomfort,5,5
russian,5,5
impuls,5,5
conduc,5,5
employees.,5,5
calendar,5,5
newest,5,5
mighti,5,5
"arts,",5,5
"madison,",5,5
variety.,5,5
noah,5,5
spici,5,5
gratitud,5,5
"quiet,",5,5
oxygen,5,5
ebb,5,5
southeastern,5,5
"record,",5,5
"generations,",5,5
"grow,",5,5
north.,5,5
"michigan,",5,5
individual’,5,5
comfortable.,5,5
accustom,5,5
"tools,",5,5
inund,5,5
movement’,5,5
cool.,5,5
"had,",5,5
"heart,",5,5
*this,5,5
2016,5,5
"rest,",5,5
prolifer,5,5
subtl,5,5
survival.,5,5
intimid,5,5
automat,5,5
"border,",5,5
"january,",5,5
driver’,5,5
optimist,5,5
<p>this,5,5
</p>,5,5
remember.,5,5
thumb,5,5
loud.,5,5
chocol,5,5
"month,",5,5
reason.,5,5
tv.,5,5
"anymore,",5,5
do.”,5,5
chunk,5,5
"1967,",5,5
parker,5,5
rooms.,5,5
command,5,5
prime,5,5
platform.,5,5
methods.,5,5
"arrival,",5,5
hungri,5,5
"anywhere,",5,5
friend.,5,5
"surprise,",5,5
"1,",5,5
2016),5,5
"doors,",5,5
"conservation,",5,5
steadili,5,5
“these,5,5
exot,5,5
"word,",5,5
unexpect,5,5
spaces.,5,5
traditions.,5,5
goal.,5,5
"grain,",5,5
feature.,5,5
company.,5,5
at.,5,5
us:,5,5
sofa,5,5
groups.,5,5
soundtrack,5,5
"team,",5,5
knife.,5,5
accident,5,5
degrees.,5,5
prescrib,5,5
gate.,5,5
"ours,",5,5
"help,",5,5
colors.,5,5
neighbors.,5,5
complement,5,5
"lunch,",5,5
move.,5,5
it?”,5,5
husband’,5,5
everyone’,5,5
companion,5,5
silence.,5,5
"clothes,",5,5
infinit,5,5
multimedia,5,5
andelson,5,5
pounds.,5,5
level.,5,5
suscept,5,5
it’d,5,5
"die,",5,5
again.”,5,5
compromis,5,5
"structures,",5,5
swell,5,5
hamburg,5,5
still.,5,5
degree.,5,5
w.,5,5
cemeteri,5,5
spiral,5,5
exist.,5,5
back.”,5,5
fetch,5,5
this:,5,5
snapshot,5,5
minds.,5,5
imper,5,5
pdf,5,5
soften,5,5
student.,5,5
"wow,",5,5
costs.,5,5
"target=""_blank"">",5,5
"member,",5,5
"nevertheless,",5,5
"administration,",5,5
"daughter,",5,5
enclos,5,5
optim,5,5
worthi,5,5
"sure,",5,5
run.,5,5
flyer,5,5
afternoon.,5,5
slept,5,5
rundown,5,5
real.,5,5
quiet.,5,5
“you’r,5,5
calls.,5,5
"spot,",5,5
suit.,5,5
indiffer,5,5
heard.,5,5
"hometown,",5,5
scrape,5,5
happy.,5,5
cord,5,5
nake,5,5
"iron,",5,5
way.”,5,5
plume,5,5
vacant,5,5
choke,5,5
telephon,5,5
minneapolis.,5,5
"mostly,",5,5
inland,5,5
tour.,5,5
lit,5,5
ordinari,5,5
"apart,",5,5
"highway,",5,5
clap,5,5
"sight,",5,5
disc,5,5
"how,",5,4
lifetime.,5,4
thoma,5,4
timber.,5,4
"very,",5,4
ada,5,4
protection.,5,4
south.,5,4
"everybody,",5,4
"paul,",5,4
in],5,4
afterwards.,5,4
model.,5,4
paperwork,5,4
"""do",5,4
"restaurants,",5,4
"companies,",5,4
"paid,",5,4
"going,",5,4
[john,5,4
pave,5,4
taller,5,4
"40,000",5,4
performance.,5,4
wendel,5,4
inflict,5,4
disput,5,4
trump,5,4
"letter,",5,4
bureau,5,4
partnership,5,4
"maybe,",5,4
pathway,5,4
greg,5,4
so-cal,5,4
"must,",5,4
relianc,5,4
"clouds,",5,4
farmstead,5,4
jonathan,5,4
happening.,5,4
geographi,5,4
controversi,5,4
meat.,5,4
fuzzi,5,4
elk,5,4
reintroduc,5,4
turkey,5,4
anxious,5,4
access.,5,4
coop.,5,4
"porch,",5,4
regulatori,5,4
inadequ,5,4
"interestingly,",5,4
mediat,5,4
hardwar,5,4
"""and",5,4
operations.,5,4
ralli,5,4
"get,",5,4
cling,5,4
care.,5,4
holiday,5,4
indirect,5,4
embark,5,4
legitim,5,4
elig,5,4
lend,5,4
hesit,5,4
structures.,5,4
parents.,5,4
seep,5,4
"onions,",5,4
lick,5,4
windows.,5,4
stroll,5,4
grove,5,4
"run,",5,4
stomach,5,4
waiting.,5,4
man’,5,4
paper.,5,4
big.,5,4
man.”,5,4
"elevator,",5,4
know?,5,4
barb,5,4
"writer,",5,4
"journal,",5,4
continue.,5,4
wes,5,4
"jackson,",5,4
"fortunately,",5,4
"economies,",5,4
"bag,",5,4
"court,",5,4
"notice,",5,4
waters.,5,4
"justice,",5,4
jaw,5,4
counsel,5,4
leak,5,4
muscl,5,4
follow.,5,4
sick,5,4
revel,5,4
meeting.,5,4
2010,5,4
compound,5,4
period.,5,4
myth,5,4
"oaks,",5,4
winds.,5,4
spirit.,5,4
doom,5,4
"nations,",5,4
"china,",5,4
few.,5,4
sprinkl,5,4
emul,5,4
"return,",5,4
"publisher,",5,4
photograph.,5,4
chord,5,4
"pines,",5,4
kingdom,5,4
impressive.,5,4
benefici,5,4
marriag,5,4
anthoni,5,4
prevail,5,4
versus,5,4
"glance,",5,4
"roles,",5,4
arguabl,5,4
reporter.,5,4
erect,5,4
"personally,",5,4
jay,5,4
1920s,5,4
grandparents’,5,4
columbus,5,4
furnitur,5,4
painter,5,4
acclaim,5,4
ether,5,4
countrysid,5,4
"recall,",5,4
plantings.,5,4
elabor,5,4
department.,5,4
roast,5,4
cherish,5,4
handmad,5,4
"section,",5,4
induc,5,4
migration.,5,4
germin,5,4
"counties,",5,4
quicker,5,4
runoff,5,4
sown,5,4
"chores,",5,4
outreach,5,4
people:,5,4
"eat,",5,4
"seasons,",5,4
anger,5,4
"singing,",5,4
all?,5,4
"american,",5,4
gravel.,5,4
"bigger,",5,4
lunch.,5,4
"gun,",5,4
"communication,",5,4
inexperienc,5,4
essenc,5,4
study.,5,4
high-qual,5,4
beatl,5,4
guitar.,5,4
attain,5,4
"religion,",5,4
"iii,",5,4
opportunities.,5,4
"churches,",5,4
chines,5,4
"tiny,",5,4
"ecosystems,",5,4
anna,5,4
honesti,5,4
drown,5,4
"ranch,",5,4
dare,5,4
scout,5,4
angel,5,4
disconnect,5,4
250,5,4
foods.,5,4
brag,5,4
tell.,5,4
"pain,",5,4
4th,5,4
avenue.,5,4
hitch,5,4
minnesota’,5,4
recess,5,4
peach,5,4
sister’,5,4
cruel,5,4
flyover,5,4
today?,5,4
is],5,4
"calves,",5,4
"grown,",5,4
facebook,5,4
sauce.,5,4
testimoni,5,4
huddl,5,4
recruit,5,4
too.”,5,4
"leader,",5,4
interest.,5,4
organization.,5,4
affair,5,4
forum,5,4
grandson,5,4
crib,5,4
cough,5,4
doors.,5,4
"elevators,",5,4
"degree,",5,4
"landscapes,",5,4
pictures.,5,4
ruptur,5,4
aroma,5,4
darkness.,5,4
eman,5,4
inexplic,5,4
sunlight,5,4
awesom,5,4
soccer,5,4
21st,5,4
"fiber,",5,4
[this],5,4
wyom,5,4
"“yeah,",5,4
forg,5,4
florida,5,4
"decline,",5,4
"island,",5,4
...,5,4
convict,5,4
overse,5,4
time),5,4
"authorities,",5,4
blank,5,4
drape,5,4
“come,5,4
butterflies.,5,4
goals.,5,4
dealt,5,4
bench,5,4
"after,",5,4
sale.,5,4
heel,5,4
replic,5,4
crow,5,4
cars.,5,4
sparkl,5,4
obscur,5,4
grounds.,5,4
powder,5,4
artists.,5,4
“she,5,4
toe,5,4
breakdown,5,4
cry.,5,4
"5,",5,4
vertic,5,4
"edges,",5,4
"flies,",5,4
"through,",5,4
lure,5,4
hurrican,5,4
"honor,",5,3
[for,5,3
"army,",5,3
grade.,5,3
olaf,5,3
recogniz,5,3
"economy,",5,3
doabl,5,3
payment,5,3
suprem,5,3
lands.,5,3
"habitat,",5,3
"9,",5,3
"challenges,",5,3
"plow,",5,3
meatpack,5,3
"passed,",5,3
"2006,",5,3
(figur,5,3
replied.,5,3
"parlor,",5,3
phone.,5,3
land?,5,3
rebuild,5,3
pop.,5,3
protections.,5,3
barber,5,3
postal,5,3
"tour,",5,3
brace,5,3
se,5,3
"candy,",5,3
candy.,5,3
santa,5,3
rock.,5,3
intergener,5,3
juic,5,3
therapist,5,3
tall.,5,3
forty-f,5,3
"cafos,",5,3
"soils,",5,3
yields.,5,3
four-year,5,3
varieties.,5,3
dancer,5,3
maximum,5,3
reptil,5,3
claw,5,3
beast,5,3
curios,5,3
veterinari,5,3
homeless,5,3
attende,5,3
outdoors.,5,3
relish,5,3
"remains,",5,3
distress,5,3
"division,",5,3
grad,5,3
bell.,5,3
bo,5,3
subsid,5,3
"musician,",5,3
seventi,5,3
whitman,5,3
"1975,",5,3
dishes.,5,3
"migration,",5,3
climate.,5,3
pollen,5,3
"generally,",5,3
"decisions,",5,3
crimin,5,3
"rare,",5,3
cooki,5,3
ink,5,3
canvas.,5,3
flint,5,3
stir,5,3
land’,5,3
keyboardist,5,3
register*,5,3
\,5,3
1984,5,3
dreams.,5,3
sell.,5,3
inequ,5,3
emerald,5,3
"kellogg,",5,3
donations.,5,3
portabl,5,3
"lee,",5,3
chick,5,3
"bales,",5,3
restaurant.,5,3
"‘oh,",5,3
ode,5,3
basin,5,3
floodplain,5,3
disabilities.,5,3
"agreed,",5,3
it.*,5,3
patern,5,3
granddaught,5,3
dip,5,3
oven,5,3
film.,5,3
consequences.,5,3
tourism,5,3
strap,5,3
vocat,5,3
73,5,3
eros,5,3
sessions.,5,3
"workshop,",5,3
rare.,5,3
compost,5,3
pathogen,5,3
_in,5,3
cascad,5,3
"medicine,",5,3
undertaken,5,3
forests.,5,3
bedroom.,5,3
opera,5,3
tradition.,5,3
attic,5,3
sanctuari,5,3
*new,5,3
trim,5,3
watercolor,5,3
personnel,5,3
104,5,3
father.,5,3
1963,5,3
"touch,",5,3
offer.,5,3
immediate.,5,3
forth.,5,3
boy.,5,3
boulder,5,3
"factory,",5,3
"then,”",5,3
batter,5,3
“let’,5,3
spine,5,3
haze,5,3
"eating,",5,3
would’v,5,3
bus.,5,3
writing.,5,3
inventor,5,2
japan.,5,2
stereotypes.,5,2
generic,5,2
coupon,5,2
sir,5,2
disappear.,5,2
"mushrooms,",5,2
paradigm.,5,2
wallac,5,2
glaciat,5,2
**song**:,5,2
pistol,5,2
emmi,5,2
silag,5,2
preserve.,5,2
linda,5,2
scandinavian,5,2
parasit,5,2
superintend,5,2
2004,5,2
ag,5,2
ph.d.,5,2
"bottoms,",5,2
dimension,5,2
#,5,2
jimmi,5,2
[laughs],5,2
inaccess,5,2
ami,5,2
fly.,5,2
"ants,",5,2
switchgrass,5,2
"2023,",5,2
asylum,5,2
helen,5,2
janssen,5,2
subgroup,5,2
columbia,5,2
onions.,5,2
refineri,5,2
actor,5,2
ant,5,2
urin,5,2
authority.,5,2
1840s,5,2
curti,5,2
1909,5,2
baker,5,2
compart,5,2
29),5,2
woodwind,5,2
"chase,",5,2
"healing,",5,2
farmal,5,2
cob,5,2
dakota’,5,2
kingfish,5,2
slaughter,5,2
"ridge,",5,2
thirty-thre,5,2
simplifi,5,2
whoop,5,2
clock,5,2
craig,5,2
"texas,",5,2
bee.,5,2
fairfield.,5,2
horses.,5,2
jacki,5,2
nomenclatur,5,2
edmund,5,2
everett,5,2
peggi,5,2
forens,5,2
worldview,5,2
chart,5,2
easement,5,2
parson,5,2
sullivan’,5,2
dust.,5,2
“seem,5,2
seeder,5,2
wader,5,2
freshmen,5,2
raindrop,5,2
wind’,5,2
"thoreau,",5,2
battalion,5,1
cadi,5,1
fergason,5,1
stroboscop,5,1
1837,5,1
hawai'i,5,1
1823,5,1
_lobaria,5,1
pulmonaria_,5,1
wolf.,5,1
"""final",5,1
nrm,5,1
dps,5,1
que,5,1
accessori,5,1
prefabr,5,1
gwyneth,5,1
schuski,5,1
license,5,1
milwauke,5,1
michel,5,1
ybp,5,1
2012).,5,1
"ybp,",5,1
bunt,5,1
osprey,5,1
handguns.,5,1
grandpap,5,1
jaimeo,5,1
ce,5,1
skim,5,1
"poem,",5,1
wyatt’,5,1
mica’,5,1
milkweed’,5,1
darci,5,1
"otonwahe,",5,1
"itancan,",5,1
tanka,5,1
naca,5,1
margaret,5,1
casper,5,1
"superintendent,",5,1
krog,5,1
corey,5,1
"manual,",5,1
remus,5,1
self-propel,5,1
manganes,5,1
dunham,5,1
b-12,5,1
moonshin,5,1
toledo,5,1
oskaloosa.,5,1
mink,5,1
opossum,5,1
lawyer,5,1
anytown.,5,1
"mario,",5,1
‘16,5,1
institution,5,1
kathryn,5,1
ranch’,5,1
cal,5,1
zo&euml;,5,1
poppi,5,1
lyle,5,1
stargaz,5,1
[volum,5,1
bauman’,5,1
gerrard,5,1
simul,5,1
alo,5,1
**huelskamp**:,5,1
r.meta’,5,1
vivica,5,1
matti,5,1
"tony,",5,1
leroy,5,1
guggenheim’,5,1
baltimor,5,1
pub,5,1
**andelson**:,5,1
cardamom,5,1
lydia,5,1
bluebel,5,1
tillag,5,1
frack,5,1
"literacy,",5,1
paradox,4,4
underpin,4,4
phd,4,4
chuckl,4,4
"better,",4,4
2021.,4,4
blue.,4,4
"feet,",4,4
warmth.,4,4
"policy,",4,4
[on,4,4
"beliefs,",4,4
[and],4,4
"‘well,",4,4
naturalist,4,4
advice.,4,4
"used,",4,4
background.,4,4
kindergarten,4,4
decent,4,4
why.,4,4
leaving.,4,4
classroom.,4,4
"context,",4,4
(from,4,4
80s.,4,4
sociolog,4,4
jobs.,4,4
longer.,4,4
newer,4,4
pastor,4,4
bustl,4,4
"top,",4,4
ampl,4,4
designs.,4,4
nuclear,4,4
"machines,",4,4
greek,4,4
$100,4,4
million.,4,4
1960s.,4,4
opt,4,4
four-wheel,4,4
combust,4,4
extraordinari,4,4
clariti,4,4
possibilities.,4,4
"nation,",4,4
